"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Brawlhalla","1635","11955","6","14","346","12.697247"
"2","Overwatch","585","3345","5","11","83","8.51282"
"3","Bloons TD 6","525","3690","6","11","95","10.857142"
"4","Just Chatting","345","2535","7","19","159","27.652173"
"5","Dota Underlords","345","3045","7","14","26","4.521739"
"6","Conqueror's Blade","150","465","3","5","23","9.2"
"7","For Honor","105","795","9","11","29","16.571428"
"8","Borderlands 2","90","435","4","6","11","7.333333"
"9","Monstrum","75","495","6","8","6","4.8"
"10","Counter-Strike: Global Offensive","60","285","4","7","5","5"
"11","Sekiro: Shadows Die Twice","60","285","4","6","11","11"
"12","Team Fortress 2","60","600","10","13","27","27"
"13","Battle Grounds 3","45","300","6","8","4","5.333333"
"14","Darkest Dungeon","45","225","5","6","0","0"
"15","Warcraft III","30","135","4","5","3","6"
"16","Papers, Please","15","75","5","5","1","4"
"17","Warframe","15","75","5","5","4","16"
