"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","1080","6420","5","11","136","7.555555"
"2","FIFA 19","795","6690","8","14","82","6.188679"
"3","Teamfight Tactics","630","3465","5","11","50","4.761904"
"4","Just Chatting","315","2205","6","14","69","13.142857"
"5","MORDHAU","150","600","3","7","20","8"
"6","My Friend Pedro","105","660","6","10","6","3.428571"
"7","Super Mario Maker 2","105","750","7","9","18","10.285714"
"8","TrackMania 2: Stadium","90","390","4","7","5","3.333333"
"9","Tony Hawk's Pro Skater 2","90","510","5","7","24","16"
"10","Beat Saber","75","600","8","9","18","14.4"
"11","SUPERHOT VR","75","585","7","9","3","2.4"
"12","Fortnite","60","150","2","3","9","9"
"13","Pro Evolution Soccer 2019","60","315","5","7","4","4"
"14","GeoGuessr","45","420","9","10","0","0"
"15","Fort Boyard","45","270","6","9","12","16"
"16","Unlisted on Twitch","30","225","7","8","0","0"
