"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","8505","30495","3","10","1117","7.88007"
"2","Ring of Elysium","1500","7140","3","11","362","14.48"
"3","League of Legends","1425","6705","4","10","180","7.578947"
"4","StarCraft II","1050","4185","3","13","175","10"
"5","Rocket League","270","990","3","5","29","6.444444"
"6","PUBG: BATTLEGROUNDS","225","555","1","6","27","7.2"
"7","Gwent: The Witcher Card Game","180","615","2","8","78","26"
"8","Yu-Gi-Oh! Duel Links","165","1035","5","9","28","10.181818"
"9","SMITE","150","1200","7","13","33","13.2"
"10","Just Chatting","135","600","2","8","24","10.666666"
"11","Wasteland","105","360","3","6","8","4.571428"
"12","Wastelands","105","570","5","6","16","9.142857"
"13","Command & Conquer: Red Alert 3 - Uprising","90","375","4","6","45","30"
"14","Monster Hunter: World","90","405","4","6","14","9.333333"
"15","Conqueror's Blade","75","300","4","6","28","22.4"
"16","Apex Legends","75","405","5","8","4","3.2"
"17","ShellShock Live","60","225","3","5","20","20"
"18","Warhammer 40,000: Dawn of War II - Retribution","60","15","0","1","5","5"
"19","Total War Battles: Kingdom","30","165","5","6","7","14"
"20","Counter-Strike","30","75","2","3","3","6"
"21","Warcraft III","30","165","5","6","8","16"
"22","Dota Underlords","30","120","4","5","3","6"
