"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","525","2565","4","18","84","9.6"
"2","Rust","480","2145","4","11","41","5.125"
"3","Rocksmith 2014","435","2475","4","13","76","10.482758"
"4","Dauntless","375","1545","3","7","32","5.12"
"5","Overwatch","180","675","3","7","5","1.666666"
"6","American Truck Simulator","180","1530","8","11","40","13.333333"
"7","notmycar","75","570","7","10","23","18.4"
"8","Rocket League","75","435","5","9","7","5.6"
"9","PUBG: BATTLEGROUNDS","45","360","8","11","5","6.666666"
"10","Satisfactory","30","135","4","5","3","6"
"11","A Dump in the Dark","30","105","3","4","7","14"
