"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","8010","2842170","321","4445","122776","919.670411"
"2","Just Chatting","4800","1497300","306","795","82933","1036.6625"
"3","Conan Exiles","1425","311040","206","363","11177","470.610526"
"4","Teamfight Tactics","795","130755","168","261","12576","949.132075"
"5","DayZ","465","144105","326","502","10012","1291.870967"
"6","Outpost Zero","315","60585","192","301","2372","451.809523"
"7","Warframe","210","30750","146","162","1458","416.571428"
"8","The Universim","105","16515","171","294","1366","780.571428"
"9","Citadel: Forged With Fire","90","21375","237","289","859","572.666666"
"10","Unlisted on Twitch","75","8145","97","172","1134","907.2"
"11","Killsquad","75","16770","223","261","1526","1220.8"
"12","Dota Underlords","60","9930","165","178","840","840"
"13","Grand Theft Auto: Episodes from Liberty City","45","6855","152","159","349","465.333333"
"14","ARK: Survival Evolved","45","8160","181","192","177","236"
"15","Sword Art Online: Fatal Bullet","30","9870","329","336","1586","3172"
"16","SCUM","30","9810","327","332","787","1574"
"17","Identity","15","2700","180","180","430","1720"
"18","Workers & Resources: Soviet Republic","15","2310","154","154","160","640"
