"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","2670","4860","1","7","255","5.730337"
"2","Apex Legends","960","1695","1","5","106","6.625"
"3","Satisfactory","570","1260","2","5","35","3.68421"
"4","World of Warcraft","420","585","1","4","45","6.428571"
"5","Risk of Rain 2","150","555","3","6","28","11.2"
"6","Counter-Strike: Global Offensive","135","225","1","3","8","3.555555"
"7","Generation Zero","105","240","2","3","23","13.142857"
"8","Legion TD 2","105","150","1","3","6","3.428571"
"9","Travel & Outdoors","30","30","1","1","0","0"
"10","Governor of Poker 2","30","30","1","1","1","2"
"11","Poker Night 2","30","30","1","1","14","28"
"12","Total War: Three Kingdoms","15","45","3","3","7","28"
