"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1650","7744470","4302","49174","1630082","59275.70909"
"2","Counter-Strike: Global Offensive","1560","3116490","2036","2555","65164","2506.307692"
"3","Apex Legends","570","754275","1113","1712","22484","2366.736842"
"4","Resident Evil 7: Biohazard","465","1099515","2360","3067","17973","2319.096774"
"5","Visage","450","848895","1993","2434","19188","2558.4"
"6","The Sims 4","450","931980","2076","2821","19782","2637.6"
"7","Super Smash Bros. Ultimate","300","500850","1634","2609","9992","1998.4"
"8","Thief Simulator","300","864615","2872","3411","16347","3269.4"
"9","PUBG: BATTLEGROUNDS","285","342480","1194","1433","10567","2224.631578"
"10","Welcome to the Game","285","706155","2479","2684","12038","2534.315789"
"11","Outer Wilds","255","499665","1941","2208","9500","2235.294117"
"12","Wolfenstein: Youngblood","240","486555","2165","2717","13540","3385"
"13","Food & Drink","135","526455","3899","5275","7598","3376.888888"
"14","League of Legends","120","156450","1303","1614","6253","3126.5"
"15","Unlisted on Twitch","15","9975","665","665","2613","10452"
