"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Divinity: Original Sin II","1530","101205","65","148","4559","178.784313"
"2","Ultima VI: The False Prophet","1500","183180","122","284","3058","122.32"
"3","Sunless Skies","990","43380","41","68","1914","116"
"4","XCOM: Enemy Unknown","765","55305","77","118","1564","122.666666"
"5","Pillars of Eternity II: Deadfire","660","45750","63","102","2439","221.727272"
"6","AMID EVIL","630","61665","86","159","1418","135.047619"
"7","Pathfinder: Kingmaker","630","37950","59","90","1725","164.285714"
"8","Way of the Samurai 3","555","50460","90","121","1565","169.189189"
"9","Indiana Jones and the Infernal Machine","435","28980","65","105","1185","163.448275"
"10","Sherlock Holmes: The Devil's Daughter","420","34185","82","109","1160","165.714285"
"11","Vampyr","420","24420","63","81","960","137.142857"
"12","Dead Cells","375","28845","76","114","1300","208"
"13","Outlaws","345","31965","91","127","735","127.826086"
"14","Star Wars: Jedi Knight II - Jedi Outcast","315","44565","140","251","1309","249.333333"
"15","Imperator: Rome","300","21150","70","85","736","147.2"
"16","Monolith","285","13380","46","69","688","144.842105"
"17","Field of Glory: Empires","270","24720","91","110","907","201.555555"
"18","Wonder Boy: The Dragon's Trap","240","15420","64","98","611","152.75"
"19","STASIS","240","9330","38","72","581","145.25"
"20","Infested Planet","240","24480","102","116","787","196.75"
"21","Syberia","225","24810","110","136","622","165.866666"
"22","This War of Mine","225","8835","39","49","312","83.2"
"23","Cuphead","210","15540","74","92","487","139.142857"
"24","Demetrios: The BIG Cynical Adventure","195","10455","53","71","540","166.153846"
"25","Dungeons & Dragons","195","14985","76","93","639","196.615384"
"26","Blazing Chrome","180","17010","94","106","695","231.666666"
"27","Retro","180","12495","69","89","540","180"
"28","Outlaws: Handful of Missions","180","21360","119","135","362","120.666666"
"29","The Saboteur","165","13815","65","111","633","230.181818"
"30","Talk Shows & Podcasts","165","10785","66","79","599","217.818181"
"31","War for the Overworld","150","11460","76","83","457","182.8"
"32","WARTILE","135","5715","42","57","221","98.222222"
"33","Warhammer 40,000: Mechanicus","135","8985","66","90","279","124"
"34","Automachef","135","8940","66","72","377","167.555555"
"35","Stardew Valley","120","8070","67","84","427","213.5"
"36","StarCrawlers","120","12240","102","106","358","179"
"37","House Flipper","120","4365","36","44","144","72"
"38","Lethis: Path of Progress","105","8145","77","95","382","218.285714"
"39","Games + Demos","105","4800","45","59","185","105.714285"
"40","Gato Roboto","105","6090","58","61","411","234.857142"
"41","River City Ransom: Underground","90","5190","57","72","278","185.333333"
"42","Kerbal Space Program","90","4980","55","64","576","384"
"43","Swords & Souls: Neverseen","75","4500","60","72","335","268"
"44","Star Wars: Jedi Knight - Jedi Academy","30","4050","135","139","137","274"
