"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","5730","73500","12","130","4600","48.167539"
"2","Just Chatting","510","9135","15","46","318","37.411764"
"3","Apex Legends","255","2265","8","16","126","29.647058"
"4","PUBG: BATTLEGROUNDS","45","480","8","17","55","73.333333"
"5","Resident Evil: Revelations 2","30","270","9","10","37","74"
