"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","2415","11265","4","25","619","15.378881"
"2","Fortnite","465","2670","5","10","114","14.709677"
"3","PUBG: BATTLEGROUNDS","225","870","3","7","95","25.333333"
"4","League of Legends","195","645","3","6","38","11.692307"
"5","Overwatch","150","375","2","5","39","15.6"
"6","Teamfight Tactics","150","675","3","7","25","10"
"7","Minecraft","135","765","5","8","21","9.333333"
"8","Limbo","75","75","1","1","10","8"
"9","Far Cry 5","45","165","3","4","9","12"
"10","Music","30","150","5","5","0","0"
