"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Call of Duty: Black Ops 4","4665","80070","16","32","2120","27.266881"
"2","Halo: The Master Chief Collection","180","2190","9","17","62","20.666666"
