"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","1695","6855","3","10","208","7.362831"
"2","League of Legends","1380","4425","3","7","86","3.73913"
"3","Teamfight Tactics","1350","4965","3","7","103","4.577777"
"4","The Sinking City","645","3000","3","8","92","8.558139"
"5","Gears of War 3","525","1995","3","7","61","6.971428"
"6","Gears of War 4","420","1230","2","6","43","6.142857"
"7","Gears of War 2","375","945","2","4","23","3.68"
"8","Eternal Darkness: Sanity's Requiem","330","1710","4","8","43","7.818181"
"9","Twitch Sings","285","2175","7","10","73","15.368421"
"10","Just Chatting","255","1065","4","8","63","14.823529"
"11","Gears 5","135","465","3","5","16","7.111111"
"12","Bless Unleashed","120","750","6","10","48","24"
"13","Stellaris","90","480","5","6","10","6.666666"
"14","Counter-Strike: Global Offensive","90","270","3","5","7","4.666666"
"15","Gears of War: Judgment","90","345","3","4","2","1.333333"
