"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Albion Online","2835","38625","12","38","3684","77.968253"
"2","Teamfight Tactics","1710","22290","11","28","2333","81.859649"
"3","Counter-Strike: Global Offensive","630","41985","61","594","3277","312.095238"
"4","The Forest","285","3765","13","19","416","87.578947"
"5","League of Legends","255","1875","7","12","372","87.529411"
"6","Twitch Sings","150","2115","13","20","332","132.8"
"7","theHunter: Call of the Wild","105","960","9","14","151","86.285714"
"8","Just Chatting","90","1695","18","29","182","121.333333"
"9","Football Manager 2019","75","615","7","10","133","106.4"
"10","Cooking Simulator","60","945","15","21","175","175"
