"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","2310","11070","4","11","255","6.623376"
"2","Rocket League","1890","9930","4","10","235","7.460317"
"3","Call of Duty: Black Ops 4","570","2745","4","9","58","6.105263"
"4","Fortnite","435","2790","6","14","57","7.862068"
"5","Fallout 3","315","1800","5","9","43","8.190476"
"6","Wolfenstein II: The New Colossus","180","705","2","7","44","14.666666"
"7","Hearthstone","150","720","4","7","10","4"
"8","Borderlands 2","150","570","3","7","23","9.2"
"9","Grand Theft Auto V","105","780","7","11","12","6.857142"
"10","Minecraft","45","180","4","6","20","26.666666"
"11","Just Chatting","45","90","2","3","8","10.666666"
"12","Jak II","30","120","4","4","2","4"
"13","Team Fortress 2","30","75","2","3","5","10"
"14","Octodad: Dadliest Catch","15","105","7","7","4","16"
"15","I am Bread","15","105","7","7","2","8"
"16","Star Wars Battlefront II","15","45","3","3","1","4"
