"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","2355","10290","3","12","297","7.566878"
"2","Dead by Daylight","1980","10185","3","13","369","11.181818"
"3","Grand Theft Auto V","780","3720","3","10","66","5.076923"
"4","Dauntless","675","4065","4","15","99","8.8"
"5","Valkyria Revolution","345","1725","3","9","52","9.043478"
"6","Sword Art Online: Lost Song","135","660","4","8","12","5.333333"
"7","Horizon Chase","90","705","7","16","39","26"
"8","TERA","75","255","3","4","17","13.6"
"9","Unlisted on Twitch","60","120","2","3","15","15"
"10","Tom Clancy's Rainbow Six Siege","60","105","1","3","28","28"
