"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Conqueror's Blade","2535","10081935","4070","6878","494283","11699.005917"
"2","League of Legends","2295","11253780","4785","9497","434724","11365.333333"
"3","They Are Billions","2220","10771125","4854","7357","335080","9056.216216"
"4","Teamfight Tactics","630","3442005","5173","7807","106158","10110.285714"
"5","Earth Defense Force 5","405","1867320","4649","5977","63679","9433.925925"
"6","Full Metal Furies","150","677595","4517","5431","18850","7540"
"7","Just Chatting","135","628050","4643","5287","26617","11829.777777"
"8","Papercraft","105","425400","4051","4523","15096","8626.285714"
"9","Crash Team Racing Nitro-Fueled","75","378990","5053","5979","20305","16244"
"10","My Friend Pedro","45","218850","4863","5234","11700","15600"
"11","Risk of Rain 2","30","170535","5684","5763","23198","46396"
"12","Unlisted on Twitch","30","170550","5685","5751","24055","48110"
"13","Kabounce","15","93180","6212","6212","13072","52288"
