"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Legend of Zelda: Breath of the Wild","1335","1200","0","4","54","2.426966"
"2","Attack on Titan 2","975","675","0","3","21","1.292307"
"3","Crash Team Racing Nitro-Fueled","555","615","1","3","21","2.27027"
"4","Super Mario Maker 2","270","330","1","3","32","7.111111"
"5","Portal","225","450","2","4","21","5.6"
"6","Super Smash Bros. Ultimate","105","60","0","1","3","1.714285"
"7","Splatoon 2","90","45","0","1","3","2"
"8","Detroit: Become Human","75","90","1","2","2","1.6"
"9","Limbo","75","75","0","2","5","4"
"10","Mario Kart 8","75","135","1","3","2","1.6"
"11","The Jackbox Party Pack","30","30","1","2","1","2"
