"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","675","9645","12","118","357","31.733333"
"2","Pummel Party","435","4155","9","14","135","18.620689"
"3","Battalion 1944","435","6390","22","70","239","32.965517"
"4","Just Chatting","420","5415","10","20","232","33.142857"
"5","Rocket League","300","4905","13","24","92","18.4"
"6","Overwatch","255","3690","13","20","69","16.235294"
"7","Witch It","150","1560","10","12","36","14.4"
"8","Friday the 13th: The Game","135","1800","12","15","52","23.111111"
"9","Mortal Kombat 11","120","1530","12","16","72","36"
"10","Apex Legends","60","660","11","12","11","11"
"11","Deceit","60","810","13","14","27","27"
"12","Minecraft","45","420","9","12","6","8"
"13","Getting Over It with Bennett Foddy","30","525","17","18","27","54"
"14","Unlisted on Twitch","15","285","19","19","10","40"
