"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","7 Days to Die","1710","781395","437","686","16285","571.403508"
"2","Just Chatting","1185","228300","180","427","17886","905.620253"
"3","The Universim","510","205890","398","582","5050","594.117647"
"4","Minecraft","360","90555","268","350","3028","504.666666"
"5","Rise to Ruins","285","71280","250","277","1986","418.105263"
"6","Iratus: Lord of the Dead","225","117255","521","566","2954","787.733333"
"7","Kubifaktorium","120","39660","330","359","1043","521.5"
"8","Journey","120","36075","300","370","1335","667.5"
"9","Stranded Deep","120","49170","409","459","1368","684"
"10","Unlisted on Twitch","105","20025","190","241","897","512.571428"
"11","Portal Knights","105","26595","253","306","838","478.857142"
"12","Dead Island","60","13620","227","239","951","951"
"13","The Cycle","60","19890","331","375","846","846"
"14","Survive the Nights","60","21765","362","445","920","920"
"15","Wargroove","60","11370","189","197","772","772"
"16","PlanetSide 2","45","12465","277","293","388","517.333333"
"17","Kenshi","45","16005","355","381","1022","1362.666666"
"18","Vintage Story","30","10065","335","361","438","876"
"19","Super Animal Royale","30","5010","167","177","873","1746"
"20","Goat of Duty","30","7545","251","256","427","854"
"21","Totally Reliable Delivery Service","15","4995","333","333","236","944"
"22","AWAY: The Survival Series","15","5130","342","342","629","2516"
"23","Black Squad","15","5100","340","340","236","944"
