"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Hollow Knight","4260","77115","17","41","1907","26.859154"
"2","Assassin's Creed Origins","2955","50745","17","37","1334","27.086294"
"3","Assassin's Creed Odyssey","1815","26640","13","34","1116","36.892561"
"4","Just Chatting","690","11145","16","30","454","39.47826"
"5","A Plague Tale: Innocence","675","9285","13","22","292","25.955555"
"6","Ori and the Blind Forest","525","8955","17","25","319","36.457142"
"7","The Legend of Zelda: Breath of the Wild","420","5475","13","24","162","23.142857"
"8","Twitch Sings","285","4140","14","19","131","27.578947"
"9","Minecraft","255","3870","15","20","87","20.470588"
"10","Sea of Thieves","240","2790","11","18","103","25.75"
"11","Borderlands 2","150","4815","32","42","114","45.6"
"12","Cadence of Hyrule: Crypt of the NecroDancer Featuring the Legend of Zelda","45","795","17","19","40","53.333333"
