"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Destiny 2","750","1365","1","5","30","2.4"
"2","Fortnite","375","525","1","4","20","3.2"
"3","Apex Legends","255","630","1","7","10","2.352941"
"4","NHL 19","225","180","0","2","6","1.6"
"5","Borderlands 2","135","75","0","1","4","1.777777"
"6","Tom Clancy's Rainbow Six Siege","135","180","2","3","10","4.444444"
"7","Heavy Rain","90","150","1","3","7","4.666666"
"8","Minecraft","75","15","0","1","1","0.8"
"9","Call of Duty: Black Ops 4","60","105","1","2","1","1"
"10","Call of Duty: Black Ops III","45","60","1","2","0","0"
"11","Fallout 4","45","15","0","1","0","0"
