"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Bloodborne","1020","6810","6","16","202","11.882352"
"2","Dead Space (2008)","645","3525","5","17","112","10.418604"
"3","Pokémon HeartGold/SoulSilver","645","4245","6","18","90","8.372093"
"4","Reventure","630","3510","5","10","75","7.142857"
"5","Rocket League","555","4785","7","18","134","14.486486"
"6","Counter-Strike: Global Offensive","450","2235","4","11","85","11.333333"
"7","Outlast","300","2580","8","14","56","11.2"
"8","Monster Hunter: World","45","225","5","6","26","34.666666"
"9","DARK SOULS III","30","300","10","10","9","18"
"10","Talk Shows & Podcasts","30","180","6","7","9","18"
"11","Just Chatting","15","165","11","11","0","0"
