"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Slime Rancher","330","945","2","5","23","4.181818"
"2","Aggelos","270","1125","3","7","27","6"
"3","Last Day of June","210","645","3","5","14","4"
"4","osu!","195","1170","5","8","18","5.538461"
"5","Khimera: Destroy All Monster Girls","150","750","5","5","14","5.6"
"6","Just Chatting","150","1005","6","9","13","5.2"
"7","Limbo","135","270","2","2","6","2.666666"
"8","Axiom Verge","120","465","4","7","5","2.5"
"9","This War of Mine","120","300","2","3","13","6.5"
"10","Brawlhalla","120","615","5","7","30","15"
"11","Kingdom: Classic","120","420","3","5","23","11.5"
"12","Counter-Strike: Global Offensive","105","315","3","3","12","6.857142"
"13","Games + Demos","105","255","2","3","2","1.142857"
"14","Neon Beats","90","450","5","5","15","10"
"15","Atma","60","150","2","3","7","7"
"16","Portal","60","330","5","6","5","5"
"17","Moonlighter","45","165","3","5","3","4"
"18","Stick Fight: The Game","45","105","2","3","10","13.333333"
"19","Borderlands 2","30","105","3","4","10","20"
"20","Tomb Raider","15","75","5","5","0","0"
