"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","6075","307260","47","185","19821","195.762962"
"2","Just Chatting","300","10950","34","60","764","152.8"
