"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Call of Duty: Black Ops 4","3105","27975","8","18","601","11.613526"
"2","Assassin's Creed Odyssey","840","10005","10","18","210","15"
"3","Call of Duty: Black Ops","405","4425","10","15","67","9.925925"
"4","Apex Legends","315","4035","12","17","79","15.047619"
"5","Sea of Thieves","255","2880","10","14","45","10.588235"
"6","The Elder Scrolls Online","180","1755","9","14","45","15"
"7","Dying Light","165","3075","15","31","190","69.090909"
"8","Rocket League","120","1530","11","18","45","22.5"
"9","Destiny 2","90","660","7","9","22","14.666666"
"10","Overwatch","45","375","8","10","12","16"
"11","Battalion 1944","45","390","9","10","12","16"
"12","Star Wars Battlefront II","45","375","8","10","12","16"
"13","Halo: The Master Chief Collection","30","105","3","6","13","26"
"14","PUBG: BATTLEGROUNDS","15","210","14","14","2","8"
"15","Just Chatting","15","105","7","7","0","0"
