"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","CRSED: F.O.A.D.","12795","112830","8","45","5081","23.826494"
"2","Dota Underlords","735","4305","6","13","283","23.10204"
"3","League of Legends","615","3375","5","11","296","28.878048"
"4","Fear the Wolves","570","6075","10","17","421","44.315789"
"5","Fallout 76","345","1695","4","10","142","24.695652"
"6","Food & Drink","270","930","3","7","140","31.111111"
"7","Blast Zone! Tournament","120","270","3","7","127","63.5"
"8","Fighter Royale","105","735","7","12","88","50.285714"
"9","Refight:The Last Warship","75","765","12","29","87","69.6"
"10","Apex Legends","60","285","4","7","27","27"
"11","MechWarrior Online","60","180","3","4","4","4"
"12","Brawlhalla","60","90","1","2","20","20"
"13","Nova Drift","60","285","4","9","6","6"
"14","notmycar","60","75","1","2","71","71"
"15","Ring of Elysium","30","225","7","10","35","70"
"16","Techwars Global Conflict","15","30","2","2","5","20"
