"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rust","1830","85755","49","113","409","13.409836"
"2","Counter-Strike: Global Offensive","750","30420","44","115","91","7.28"
"3","Teamfight Tactics","480","25080","42","89","69","8.625"
"4","Tom Clancy's Rainbow Six Siege","225","9585","37","98","17","4.533333"
"5","SMITE","165","285","1","3","4","1.454545"
"6","League of Legends","150","7515","43","74","29","11.6"
"7","Call of Duty: Modern Warfare 2","135","4530","48","82","14","6.222222"
"8","Wolfenstein: The New Order","105","120","0","3","3","1.714285"
"9","Rocket League","60","195","3","4","4","4"
"10","Just Chatting","45","75","1","2","1","1.333333"
