"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Celeste","570","652710","1136","1416","20750","2184.210526"
"2","Furi","480","484050","1007","1236","13708","1713.5"
"3","Grand Theft Auto V","375","399645","996","1426","14404","2304.64"
"4","Just Chatting","285","160395","544","916","16237","3418.315789"
"5","My Friend Pedro","270","275445","992","1136","5754","1278.666666"
"6","Welcome to the Game II","225","272220","1148","1298","5014","1337.066666"
"7","Reventure","210","252465","1202","1302","4936","1410.285714"
"8","Five Nights at Freddy's","180","198180","1086","1243","9565","3188.333333"
"9","Five Nights at Freddy's 2","180","200970","1109","1212","4129","1376.333333"
"10","Visage","165","189420","1148","1217","3791","1378.545454"
"11","Streets of Rogue","150","156720","1044","1158","2887","1154.8"
"12","Police Simulator 18","135","139410","1032","1143","4309","1915.111111"
"13","Oops!!! I Slept With Your Mom","105","124875","1205","1240","2772","1584"
"14","Bridge Builder Racer","105","132270","1259","1437","4241","2423.428571"
"15","The Horny Maid and the Daughter are Futanari","90","95910","1055","1101","1595","1063.333333"
"16","Jump King","90","83505","900","1025","2235","1490"
"17","Die Young","75","94980","1266","1296","4000","3200"
"18","Swords & Souls: Neverseen","75","97770","1303","1399","2842","2273.6"
"19","60 Seconds!","75","106590","1421","1696","2966","2372.8"
"20","Worms Reloaded","75","83610","1114","1183","2506","2004.8"
"21","Clone Drone in the Danger Zone","60","55980","933","1021","2497","2497"
"22","Hunt: Showdown","60","49020","817","917","1743","1743"
"23","Apparition","60","79935","1332","1371","1152","1152"
"24","The Jackbox Party Pack 4","60","55005","916","1077","2059","2059"
"25","A totally my type Angel came, so I made her an otaku & began an lovey erotic life!","45","58020","1289","1296","845","1126.666666"
"26","Rust","45","52260","1161","1234","2717","3622.666666"
"27","Tom Clancy's Rainbow Six Siege","45","35670","792","869","2373","3164"
"28","Hobo: Tough Life","30","40605","1353","1370","1370","2740"
"29","Teamfight Tactics","30","21750","725","750","1411","2822"
"30","My smartphone makes any women of my choice into my own prostitutes!","30","37260","1242","1267","2110","4220"
"31","I can't make friends because my psycho big brother loves me too much!","15","17865","1191","1191","640","2560"
