"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","330","2430","6","13","159","28.90909"
"2","Fortnite","120","1515","12","17","48","24"
"3","League of Legends","105","675","6","8","43","24.571428"
