"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Makers & Crafting","5760","89340","15","38","1372","14.291666"
"2","Just Chatting","390","4800","11","22","99","15.230769"
"3","FINAL FANTASY IX","255","2280","9","27","41","9.647058"
"4","Marbles on Stream","75","780","10","12","14","11.2"
"5","Food ","30","270","9","9","26","52"
