"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","720","26520","37","50","538","44.833333"
"2","Just Chatting","675","21720","28","79","1257","111.733333"
"3","Rocket League","450","21360","41","125","594","79.2"
"4","Twitch Sings","240","9390","39","46","206","51.5"
"5","Visage","210","9525","45","58","179","51.142857"
"6","Dead Cells","195","6630","34","50","166","51.076923"
"7","Euro Truck Simulator 2","120","3375","28","37","91","45.5"
"8","Spooky's Jump Scare Mansion: HD Renovation","90","4560","50","56","138","92"
"9","GeoGuessr","90","3555","39","44","56","37.333333"
"10","Streets of Rogue","90","3135","34","40","58","38.666666"
"11","New Frontier","60","2850","47","51","124","124"
"12","Overwatch","45","1620","36","36","28","37.333333"
"13","Two Point Hospital","15","555","37","37","43","172"
"14","Call of Duty: Black Ops 4","15","450","30","30","16","64"
