"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Borderlands 2","1170","10050","8","19","194","9.948717"
"2","Just Chatting","330","3240","9","18","54","9.818181"
"3","Beat Saber","300","2580","8","12","45","9"
"4","Call of Duty: Black Ops II","300","1965","6","13","34","6.8"
"5","Wolfenstein: Youngblood","210","1305","6","9","16","4.571428"
"6","Minecraft","210","1455","6","12","28","8"
"7","Enter the Gungeon","195","1635","8","13","31","9.538461"
"8","Assassin's Creed IV Black Flag","135","480","3","4","5","2.222222"
"9","ROBLOX","135","750","5","7","12","5.333333"
"10","Dead by Daylight","90","750","8","12","23","15.333333"
"11","Bloons TD 5","90","480","5","6","12","8"
"12","Call of Duty: Black Ops","75","810","10","12","8","6.4"
"13","Slither","30","180","6","6","10","20"
