"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","2025","140820","63","134","8243","244.237037"
"2","Just Chatting","1110","50700","46","149","3797","205.243243"
"3","Apex Legends","765","13980","16","107","3224","252.862745"
"4","Counter-Strike: Global Offensive","225","6630","25","49","498","132.8"
"5","American Truck Simulator","135","2850","21","36","326","144.888888"
"6","Rocket League","120","3510","30","59","404","202"
"7","Layers of Fear","75","2520","33","42","311","248.8"
"8","VRChat","45","1620","36","43","97","129.333333"
"9","Assetto Corsa","45","540","12","14","20","26.666666"
"10","Outlast","45","1350","30","34","86","114.666666"
"11","L.A. Noire","30","705","23","30","44","88"
"12","Slapshot","15","195","13","13","0","0"
