"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","1770","2265","0","6","62","2.101694"
"2","Minecraft","285","345","1","3","7","1.473684"
"3","Overwatch","255","210","0","2","1","0.235294"
"4","Human: Fall Flat","150","165","1","2","6","2.4"
"5","Resident Evil 4","120","225","1","3","12","6"
"6","Just Chatting","90","120","1","2","4","2.666666"
"7","Battlefield V","60","90","1","2","1","1"
"8","Dragon Ball FighterZ","45","30","0","2","2","2.666666"
"9","Call of Duty: Black Ops 4","15","30","2","2","2","8"
"10","Tom Clancy's Rainbow Six Siege","15","0","0","0","0","0"
