"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1095","4980","3","12","167","9.150684"
"2","Monster Hunter: World","675","1665","1","6","43","3.822222"
"3","Mass Effect: Andromeda","555","3390","4","20","111","12"
"4","Uncharted 4: A Thief's End","270","1305","3","13","36","8"
"5","Dragon Quest II: Luminaries of the Legendary Line","105","540","3","7","24","13.714285"
"6","Sonic Adventure 2: Battle","105","495","4","9","20","11.428571"
"7","Tom Clancy's Ghost Recon: Wildlands","90","420","4","6","4","2.666666"
"8","Sonic Adventure 2","75","195","2","4","2","1.6"
"9","The Sims 3","75","105","1","2","1","0.8"
"10","Unlisted on Twitch","15","45","3","3","0","0"
"11","Food & Drink","15","60","4","4","0","0"
