"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dead by Daylight","1395","55785","40","145","2169","93.290322"
"2","PUBG: BATTLEGROUNDS","1050","21375","21","36","698","39.885714"
"3","Minecraft","390","6135","15","29","232","35.692307"
"4","Teamfight Tactics","255","4755","17","26","266","62.588235"
"5","Counter-Strike: Global Offensive","120","2865","23","27","43","21.5"
"6","Just Chatting","120","1980","11","35","109","54.5"
"7","Z1: Battle Royale","45","915","20","32","78","104"
"8","Friday the 13th: The Game","45","1035","23","24","55","73.333333"
"9","CLASSIC GAME","30","780","26","28","26","52"
"10","Overwatch","15","495","33","33","23","92"
