"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Horizon Zero Dawn","1140","5220","4","11","109","5.736842"
"2","Crysis 2","450","1770","3","6","45","6"
"3","Cave Story","345","1815","5","9","23","4"
"4","Grand Theft Auto III","285","930","3","5","19","4"
"5","Bloodbath Kavkaz","135","525","3","5","11","4.888888"
"6","Layers of Fear","135","765","5","7","5","2.222222"
"7","Nex Machina","120","510","4","6","6","3"
"8","Daikatana","75","435","5","11","15","12"
"9","Bionic Commando Rearmed","60","210","3","5","1","1"
"10","Jalopy","60","210","3","6","8","8"
"11","Late Shift","60","300","5","6","2","2"
"12","Just Chatting","45","225","5","5","7","9.333333"
