"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Summoners War: Sky Arena","1575","429885","246","1544","41939","1597.67619"
"2","Pokémon Mystery Dungeon: Explorers of Sky","735","89805","119","169","2843","232.081632"
"3","Phoenix Wright: Ace Attorney Trilogy HD","480","24825","52","76","995","124.375"
"4","Pokémon Ultra Sun/Ultra Moon","465","126600","276","378","2809","362.451612"
"5","Yu-Gi-Oh! Duel Links","405","75630","178","310","8845","1310.37037"
"6","Alien: Isolation","300","52860","183","213","2429","485.8"
"7","skribbl.io","270","50715","181","287","1116","248"
"8","Phoenix Wright: Ace Attorney Trilogy","270","13335","49","62","479","106.444444"
"9","Super Smash Bros. Ultimate","240","55320","226","245","1209","302.25"
"10","Mario Kart 8","165","40995","255","312","4494","1634.181818"
"11","Minecraft","105","7785","74","100","388","221.714285"
"12","Just Chatting","105","17355","204","260","3096","1769.142857"
