"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","1140","18585","16","131","588","30.947368"
"2","Tom Clancy's The Division 2","780","15420","18","32","439","33.76923"
"3","Friday the 13th: The Game","645","10065","15","26","290","26.976744"
"4","FINAL FANTASY XIV ONLINE","630","9225","13","24","432","41.142857"
"5","Fallout 76","465","10800","21","37","240","30.967741"
"6","Sea of Thieves","450","11025","26","66","375","50"
"7","Just Chatting","285","3000","10","23","260","54.736842"
"8","Monster Hunter: World","210","3525","16","25","96","27.428571"
"9","World War Z","135","2220","16","22","84","37.333333"
"10","Days Gone","105","1995","19","26","89","50.857142"
"11","Dead by Daylight","75","1530","20","24","19","15.2"
"12","Talk Shows & Podcasts","60","495","8","11","20","20"
"13","Dauntless","45","780","17","22","39","52"
"14","Minecraft","30","300","10","11","0","0"
"15","Teamfight Tactics","30","435","14","16","13","26"
