"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Cities: Skylines","1875","36135","17","47","739","23.648"
"2","The Sims 4","615","8040","14","30","202","19.707317"
"3","Life is Strange: Before the Storm","315","4755","15","24","120","22.857142"
"4","House Flipper","165","1800","10","16","36","13.090909"
"5","The Awesome Adventures of Captain Spirit","120","1845","15","19","50","25"
"6","The Witness","120","1260","10","13","37","18.5"
"7","Stardew Valley","75","1425","19","24","66","52.8"
"8","Life is Strange 2","15","150","10","10","26","104"
