"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","5220","31500","5","15","720","8.275862"
"2","Just Chatting","2700","10260","3","12","377","8.377777"
"3","PUBG: BATTLEGROUNDS","975","3990","4","14","107","6.584615"
"4","League of Legends","555","1845","3","5","26","2.81081"
"5","Overwatch","375","1140","2","6","35","5.6"
"6","Path of Exile","240","870","3","7","17","4.25"
"7","Games + Demos","195","645","3","5","20","6.153846"
"8","MapleStory 2","105","270","2","5","15","8.571428"
"9","Kartrider","90","330","3","6","10","6.666666"
"10","Baba is You","30","165","5","6","0","0"
