"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","DayZ","2940","7155","1","15","464","9.469387"
"2","Grand Theft Auto V","1620","2565","1","6","195","7.222222"
"3","World of Tanks","750","975","1","2","58","4.64"
"4","Subnautica","180","690","3","5","63","21"
"5","The Witcher 3: Wild Hunt","105","120","1","2","8","4.571428"
"6","Apex Legends","90","105","1","2","16","10.666666"
"7","Call of Duty: Black Ops II","60","60","1","1","0","0"
"8","World of Warcraft","45","75","1","3","25","33.333333"
"9","Raft","45","45","1","1","4","5.333333"
"10","Conqueror's Blade","45","150","3","4","2","2.666666"
"11","Just Chatting","30","45","1","2","2","4"
"12","Fortnite","15","30","2","2","0","0"
