"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Kingdom Come: Deliverance","9450","55575","4","16","1167","7.409523"
"2","Overwatch","1515","4515","2","7","105","4.158415"
"3","Bloodstained: Ritual of the Night","870","1710","1","6","57","3.931034"
"4","Assassin's Creed Origins","555","3270","5","14","65","7.027027"
"5","Hearthstone","375","945","2","6","31","4.96"
"6","NBA 2K16","270","1125","3","7","27","6"
"7","Torchlight II","255","1350","5","9","48","11.294117"
"8","South Park: The Stick of Truth","240","1500","6","11","28","7"
"9","Diablo II: Lord of Destruction","45","105","2","3","15","20"
"10","Far Cry 5","15","75","5","5","7","28"
