"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","osu!","3240","53880","15","114","4414","81.74074"
"2","Tales of Berseria","1260","8325","6","13","420","20"
"3","CLANNAD","945","8085","8","20","612","38.857142"
"4","Counter-Strike","855","7140","7","17","409","28.701754"
"5","Minecraft","660","5670","8","15","448","40.727272"
"6","Abzu","120","1110","8","12","55","27.5"
"7","Just Chatting","120","1440","12","15","92","46"
"8","OrbusVR","90","195","2","5","26","17.333333"
"9","Azur Lane","75","750","10","16","96","76.8"
"10","DanMachi: Memoria Freese","60","810","13","22","93","93"
"11","Puyo Puyo Tetris","60","585","9","15","25","25"
"12","Leaving Lyndow","45","210","4","6","13","17.333333"
"13","Rocket League","45","840","18","22","25","33.333333"
"14","Tetris","30","405","13","15","17","34"
"15","Eastshade","30","195","6","8","13","26"
