"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Maker 2","3270","19935","5","13","118","2.165137"
"2","Judgment","2970","16950","4","11","124","2.50505"
"3","The Legend of Zelda: Skyward Sword","1620","9945","6","14","72","2.666666"
"4","Octopath Traveler","1575","5610","3","8","60","2.285714"
"5","The World Ends with You","1185","6375","4","8","46","2.329113"
"6","Zelda II: The Adventure of Link","960","5865","5","10","54","3.375"
"7","The Legend of Zelda","795","6945","8","12","44","3.320754"
"8","FINAL FANTASY XIV ONLINE","765","2730","2","9","16","1.254901"
"9","Judgement","720","3630","5","8","17","1.416666"
"10","WILL: A Wonderful World","705","2640","3","8","13","1.106382"
"11","Super Mario Bros. 2","345","1650","4","7","13","2.260869"
"12","Donkey Kong","330","1260","3","9","18","3.272727"
"13","Super Mario Land 2: 6 Golden Coins","210","1290","6","12","12","3.428571"
"14","Kirby's Adventure","165","555","3","5","7","2.545454"
"15","Kirby's Dream Land","45","30","0","1","0","0"
"16","Super Mario Land","45","90","2","3","1","1.333333"
"17","Donkey Kong 3: Dai Gyakushuu","15","165","11","11","0","0"
