"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Maker 2","1515","29955","19","93","702","27.80198"
"2","Splatoon 2","435","4860","9","18","99","13.655172"
"3","Luigi's Mansion","345","4050","11","19","154","26.782608"
"4","TETRIS 99","315","4680","13","63","146","27.809523"
"5","Super Mario Odyssey","300","5190","17","25","153","30.6"
"6","Yooka-Laylee","270","3060","11","18","89","19.777777"
"7","Pokémon: Let's Go, Pikachu!","255","2655","10","19","68","16"
"8","Captain Toad: Treasure Tracker","225","2790","11","21","86","22.933333"
"9","Yoshi's Crafted World","195","1905","9","14","24","7.384615"
"10","Mario Tennis Aces","135","1350","11","15","45","20"
"11","Pokémon Trading Card Game Online","135","1605","11","18","30","13.333333"
"12","Mario & Sonic at the London 2012 Olympic Games","120","1695","14","15","43","21.5"
"13","Super Mario Party","120","1365","12","16","38","19"
"14","Retro","75","765","10","13","24","19.2"
"15","Super Smash Bros. Ultimate","45","540","12","14","39","52"
"16","Sonic Mania","30","195","6","9","9","18"
"17","Legend of Kay Anniversary","15","195","13","13","9","36"
