"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Thursday 25th July 2019 16:50","https://sullygnome.com/channel/broadtesttv/stream/35039471680","115","9315","81","103","24","12","240","120","Talk Shows &amp; Podcasts"
"2","Thursday 11th July 2019 16:50","https://sullygnome.com/channel/broadtesttv/stream/34864972000","145","13050","90","104","24","9","342","136","Talk Shows &amp; Podcasts"
