"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","735","12000","15","27","342","27.918367"
"2","Just Chatting","600","12255","18","30","266","26.6"
"3","Fortnite","150","2055","12","19","49","19.6"
