"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","1470","11055","7","15","584","23.836734"
"2","Teamfight Tactics","990","8520","7","25","434","26.30303"
"3","ARK: Survival Evolved","405","3255","7","12","106","15.703703"
"4","Slime Rancher","195","1815","9","15","58","17.846153"
"5","Raft","165","2130","12","18","67","24.363636"
"6","Cooking Simulator","150","1995","13","16","70","28"
"7","Unlisted on Twitch","75","630","8","10","38","30.4"
"8","The Isle","75","705","9","12","40","32"
"9","The Sims 4","75","450","6","9","19","15.2"
"10","Stranded Deep","60","615","10","12","17","17"
"11","Trials Rising","45","300","6","8","9","12"
