"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","4440","72750","13","47","1308","17.675675"
"2","Tom Clancy's Rainbow Six Siege","615","6795","10","17","286","27.902439"
"3","Sekiro: Shadows Die Twice","165","1320","6","11","27","9.818181"
"4","Minecraft","120","1455","12","16","26","13"
"5","Dead by Daylight","120","1575","14","17","36","18"
"6","Halo: The Master Chief Collection","90","1215","13","17","21","14"
"7","Human: Fall Flat","75","900","12","15","18","14.4"
"8","Grand Theft Auto V","60","675","11","15","14","14"
"9","Just Chatting","60","615","9","16","54","54"
"10","For Honor","30","195","6","7","1","2"
"11","PUBG: BATTLEGROUNDS","30","255","8","9","10","20"
"12","NieR: Automata","30","285","9","12","17","34"
"13","Just Cause 4","15","135","9","9","0","0"
"14","Gears 5","15","120","8","8","7","28"
"15","Apex Legends","15","195","13","13","10","40"
