"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","435","3045","6","13","218","30.068965"
"2","Minecraft","420","3585","6","14","110","15.714285"
"3","Just Chatting","405","2130","6","9","129","19.111111"
"4","PUBG: BATTLEGROUNDS","375","2700","6","13","148","23.68"
"5","Overwatch","360","2670","6","12","97","16.166666"
"6","Super Smash Bros. Ultimate","150","1620","10","13","55","22"
"7","VRChat","105","570","5","7","31","17.714285"
"8","Hand Simulator","90","405","4","6","25","16.666666"
"9","League of Legends","75","450","6","9","14","11.2"
"10","Teamfight Tactics","75","330","4","5","7","5.6"
"11","Travel & Outdoors","15","0","0","0","0","0"
