"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Maker 2","420","4485","10","19","159","22.714285"
"2","Music","195","3990","20","27","64","19.692307"
"3","DEVOTION","165","2925","17","21","137","49.818181"
"4","Super Smash Bros. Ultimate","150","2250","14","20","76","30.4"
"5","Mario Kart 8","150","2085","14","21","65","26"
"6","Lethal League Blaze","120","1620","13","16","50","25"
"7","Super Mario Odyssey","105","735","7","11","53","30.285714"
"8","Sonic Adventure 2: Battle","90","1020","11","14","61","40.666666"
"9","Phantasy Star Online: Blue Burst","75","780","10","12","28","22.4"
"10","Crash Team Racing Nitro-Fueled","60","855","14","17","21","21"
"11","Resident Evil 7: Biohazard","60","390","6","10","37","37"
"12","Super Mario Party","45","375","8","10","33","44"
"13","Magical Pop'n","45","465","10","13","12","16"
"14","Super Mario World","45","345","7","8","4","5.333333"
"15","DOOM","45","690","15","20","8","10.666666"
"16","Super Mario RPG: Legend of the Seven Stars","30","315","10","12","18","36"
"17","Michael Jordan: Chaos in the Windy City","30","315","10","11","5","10"
"18","Kirby Air Ride","30","225","7","8","5","10"
"19","Pop'n TwinBee","30","270","9","10","5","10"
"20","Home Improvement: Power Tool Pursuit!","15","195","13","13","5","20"
"21","Paladins","15","180","12","12","13","52"
"22","Barbie: Super Model","15","135","9","9","0","0"
"23","Samurai Jack: The Amulet of Time","15","105","7","7","0","0"
"24","WarioWare, Inc.: Mega Microgames!","15","60","4","4","5","20"
"25","Castlevania: Dracula X","15","120","8","8","5","20"
"26","Home Alone","15","165","11","11","5","20"
