"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1980","113055","51","128","12339","373.90909"
"2","League of Legends","1545","84975","54","75","3717","144.349514"
"3","Counter-Strike","1260","79395","61","82","3817","181.761904"
"4","Teamfight Tactics","675","39330","59","75","2213","196.711111"
"5","Life is Strange","600","32490","50","116","1350","135"
"6","Life is Strange: Before the Storm","525","24000","43","81","781","89.257142"
"7","Pokémon: Let's Go, Pikachu!","225","16110","71","82","657","175.2"
"8","Apex Legends","120","5970","49","59","150","75"
"9","Minecraft","105","6255","59","64","243","138.857142"
"10","Fortnite","90","6405","73","78","394","262.666666"
"11","Beat Saber","60","3405","56","69","210","210"
"12","Overwatch","60","3615","60","66","283","283"
"13","Art","30","1500","50","51","167","334"
