"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rust","10140","8593500","824","1566","210848","1247.621301"
"2","Old School RuneScape","300","85320","284","574","3338","667.6"
