"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Kingdom Hearts III","1890","20010","7","80","366","11.619047"
"2","Celeste","375","1395","3","6","55","8.8"
"3","Science & Technology","345","990","2","5","44","7.652173"
"4","Super Mario Odyssey","300","1035","2","7","36","7.2"
