"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Drakensang: The Dark Eye","1155","12525","10","19","217","11.272727"
"2","The Book of Unwritten Tales 2","900","9930","10","27","129","8.6"
"3","Dragon Age: Origins","885","12195","13","27","276","18.711864"
"4","Tom Clancy's Splinter Cell: Chaos Theory","825","9015","10","20","153","11.127272"
"5","SteamWorld Heist","825","8250","8","16","112","8.145454"
"6","Shadowrun: Hong Kong","540","7395","13","21","106","11.777777"
"7","HITMAN","495","7695","16","24","80","9.696969"
"8","Ankh","405","3405","7","13","68","10.074074"
"9","The Book of Unwritten Tales: The Critter Chronicles","390","4725","11","22","164","25.230769"
"10","State of Mind","315","3435","11","17","39","7.428571"
"11","Northgard","285","3570","12","17","52","10.947368"
"12","Nowhere Prophet","285","4425","15","24","74","15.578947"
"13","Godhood","240","2790","11","16","63","15.75"
"14","Games + Demos","210","2220","11","17","33","9.428571"
"15","Dragon Age II","135","2445","17","21","15","6.666666"
"16","Ankh: Heart of Osiris","105","915","8","13","19","10.857142"
"17","Elsinore","105","1680","16","21","22","12.571428"
"18","Guard Duty","105","1440","13","22","44","25.142857"
