"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Tuesday 23rd July 2019 15:56","https://sullygnome.com/channel/bns_ru/stream/35014488688","34","9282","273","399","5","6","423","564","Blade &amp; Soul"
"2","Saturday 13th July 2019 14:55","https://sullygnome.com/channel/bns_ru/stream/34889036592","80","12880","161","185","-3","-2","672","448","Blade &amp; Soul"
"3","Saturday 6th July 2019 14:55","https://sullygnome.com/channel/bns_ru/stream/34801685968","95","22135","233","310","20","11","1246","712","Blade &amp; Soul"
"4","Tuesday 2nd July 2019 07:30","https://sullygnome.com/channel/bns_ru/stream/34749566144","45","20340","452","528","16","21","694","925","Blade &amp; Soul"
