"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Assassin's Creed","675","7635","10","21","148","13.155555"
"2","DARK SOULS II: Scholar of the First Sin","585","6330","9","20","136","13.948717"
"3","Tales of Berseria","360","4245","11","24","182","30.333333"
"4","DARK SOULS III","360","5490","14","50","97","16.166666"
"5","Swag & Sorcery","255","2070","7","12","27","6.352941"
"6","Swag and Sorcery","255","2205","7","14","38","8.941176"
"7","Valiant Hearts: The Great War","135","870","6","8","19","8.444444"
"8","Just Chatting","105","1020","9","12","62","35.428571"
"9","Silence","90","1215","13","15","14","9.333333"
"10","Pit People","75","630","8","9","8","6.4"
"11","Beat Cop","75","660","8","11","17","13.6"
"12","They Are Billions","60","465","9","12","29","29"
"13","Pokémon: Let's Go, Pikachu!","30","315","10","13","16","32"
"14","Limbo","30","345","11","12","18","36"
"15","Surviving Mars","15","90","6","6","10","40"
"16","Reventure","15","255","17","17","29","116"
