"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","4455","12498465","2564","6000","299137","4028.781144"
"2","7 Days to Die","900","3516000","3023","6400","43877","2925.133333"
"3","Apex Legends","600","1902975","3108","4896","40044","4004.4"
"4","Overwatch","495","1748505","3074","6557","29676","3597.090909"
"5","Unlisted on Twitch","390","1436820","3457","6534","18096","2784"
"6","Blade & Sorcery","360","1181745","3374","3886","18730","3121.666666"
"7","Teamfight Tactics","270","661785","2463","2863","11099","2466.444444"
"8","Risk of Rain 2","210","974730","4258","6382","18571","5306"
"9","Tick Tock: A Tale for Two","195","734100","3565","4674","15871","4883.384615"
"10","Call of Duty: Black Ops III","195","337710","1630","2195","11853","3647.076923"
"11","Grand Theft Auto V","150","627045","4632","5862","14908","5963.2"
"12","Cry of Fear","120","326670","2722","2797","4432","2216"
"13","Hot Dogs, Horseshoes & Hand Grenades","105","404670","3854","4203","8587","4906.857142"
"14","Counter-Strike: Global Offensive","90","155040","1722","1833","4799","3199.333333"
"15","Pavlov VR","75","291510","3886","4116","5548","4438.4"
"16","Forza Horizon 4","75","173940","2034","2732","3316","2652.8"
"17","Hell Let Loose","60","93090","1551","1611","1241","1241"
"18","Bouncing Duck Simulator","60","181815","3030","3185","2974","2974"
"19","Golf It!","60","255585","4259","4379","3159","3159"
"20","VRChat","45","142800","3173","3573","2546","3394.666666"
"21","Stick Fight: The Game","45","136545","3034","3142","3883","5177.333333"
"22","Beat Saber","45","173310","3851","3999","3117","4156"
"23","Killing Floor 2","30","113445","3781","3862","1882","3764"
"24","Team Fortress 2","30","81210","2707","2784","1318","2636"
"25","Worms Reloaded","30","92115","3070","3141","1396","2792"
"26","Krunker","30","57795","1926","1987","2467","4934"
"27","A Dance of Fire and Ice","30","59400","1980","1988","2191","4382"
"28","Terraria","15","12225","815","815","1349","5396"
"29","Earth Defense Force 5","15","36195","2413","2413","1315","5260"
