"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","2430","8430","2","10","123","3.037037"
"2","Dragon Warrior IV","1305","4005","2","27","120","5.517241"
"3","Atlas","1260","4995","3","7","99","4.714285"
"4","Avorion","615","1785","2","8","29","2.829268"
"5","Unlisted on Twitch","315","1125","3","7","31","5.904761"
"6","Forager","255","945","3","5","13","3.058823"
"7","For the King","165","735","4","7","6","2.181818"
"8","Immortal Redneck","165","420","2","3","9","3.272727"
"9","Just Cause 4","105","420","4","5","5","2.857142"
"10","Quest Hunter","90","255","2","4","5","3.333333"
"11","Reventure","75","150","2","3","6","4.8"
"12","PUBG: BATTLEGROUNDS","15","30","2","2","5","20"
