"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Sims 4","1185","4380","3","9","97","4.911392"
"2","Red Dead Redemption 2","705","3180","4","10","126","10.723404"
"3","Zombi","405","1485","3","6","40","5.925925"
"4","Minecraft","375","870","2","4","20","3.2"
"5","Slime Rancher","360","1770","4","7","40","6.666666"
"6","Realm Royale Reforged","315","1305","3","8","31","5.904761"
"7","Dead Rising 2","300","1140","3","5","44","8.8"
"8","Marvel's Spider-Man","285","990","2","9","22","4.631578"
"9","Raft","210","795","3","7","17","4.857142"
"10","Not Tonight","180","495","2","4","18","6"
"11","Portal","165","660","3","7","26","9.454545"
"12","Unlisted on Twitch","150","435","1","5","25","10"
"13","One Finger Death Punch","135","240","1","4","10","4.444444"
"14","Twitch Sings","120","690","5","7","3","1.5"
"15","Just Chatting","105","510","3","7","28","16"
"16","Sid Meier's Civilization VI","90","375","4","7","13","8.666666"
"17","Hidden Agenda","60","135","2","3","8","8"
"18","Counter-Strike","45","105","2","3","12","16"
"19","Stories Untold","15","30","2","2","0","0"
