"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rocket League","6360","175080","24","87","5946","56.094339"
"2","Fortnite","1350","27660","20","45","851","37.822222"
"3","Golf With Your Friends","165","3450","21","30","64","23.272727"
"4","Twitch Sings","150","4215","27","34","138","55.2"
"5","Unlisted on Twitch","135","4080","29","35","109","48.444444"
"6","Battalion Legacy","120","1860","15","25","47","23.5"
"7","World of Warcraft","90","1005","11","15","31","20.666666"
"8","League of Legends","60","690","11","17","35","35"
"9","Outlast II","60","1680","28","31","51","51"
"10","Raft","45","1260","28","32","42","56"
"11","Marbles on Stream","30","735","24","26","10","20"
"12","Just Chatting","30","645","21","23","25","50"
"13","Tom Clancy's Rainbow Six Siege","15","405","27","27","0","0"
"14","Outlast 2","15","390","26","26","35","140"
