"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","3345","40620","11","42","1273","22.83408"
"2","Counter-Strike: Global Offensive","3315","130095","29","551","17858","323.221719"
"3","Teamfight Tactics","1245","12060","9","19","564","27.180722"
"4","Apex Legends","1080","14355","14","34","589","32.722222"
"5","Just Chatting","450","3975","6","19","371","49.466666"
"6","MORDHAU","225","1815","8","11","41","10.933333"
"7","Pummel Party","75","495","6","8","40","32"
"8","Monopoly Plus","60","525","8","10","27","27"
"9","Unlisted on Twitch","30","300","10","11","41","82"
"10","Lost Castle","15","255","17","17","7","28"
