"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Destiny 2","1785","10170","5","15","135","4.537815"
"2","Tom Clancy's The Division 2","1020","4245","3","7","51","3"
"3","Divinity: Original Sin II","585","3405","5","10","50","5.128205"
"4","Risk of Rain 2","540","3405","6","11","51","5.666666"
"5","Stardew Valley","465","2820","5","12","26","3.354838"
"6","Raft","465","4800","9","19","93","12"
"7","HITMAN","375","1725","4","7","53","8.48"
"8","Borderlands 2","300","2250","7","10","26","5.2"
"9","Dauntless","210","1365","6","10","13","3.714285"
"10","PUBG: BATTLEGROUNDS","120","480","4","7","8","4"
"11","Nova Drift","60","345","5","7","3","3"
